Ortholog_Group,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
A628_RS12080,0,0,0,1,0,1,1
A628_RS12085,0,0,0,0,0,1,1
A628_RS12090,0,0,0,1,0,0,0
A628_RS12095,1,0,0,0,0,0,1
A628_RS12105,0,1,0,0,0,0,0
A628_RS12110,0,0,0,0,0,1,1
A628_RS12115,1,0,0,0,0,1,0
A628_RS12120,0,0,0,0,0,0,1
A628_RS12125,0,0,0,1,0,0,0
A628_RS12130,0,0,0,1,1,0,0
A628_RS12135,0,0,0,0,0,0,1
A628_RS12140,0,1,0,1,0,0,1
A628_RS12155,1,0,0,0,0,1,0
A628_RS12160,1,0,0,1,0,0,1
A628_RS12165,1,0,0,1,1,0,1
A628_RS12175,0,0,0,1,0,0,0
A628_RS12185,1,0,0,0,0,0,0
A628_RS12195,0,0,0,1,0,0,0
A628_RS12200,1,0,0,1,0,0,0
A628_RS12220,0,1,1,0,0,0,0
A628_RS12225,0,0,0,0,1,0,0
A628_RS12230,0,1,1,0,0,0,0
A628_RS12235,0,0,0,0,1,0,0
A628_RS12245,0,0,1,0,0,0,0
A628_RS12250,1,0,0,0,0,1,0
A628_RS12255,1,0,0,0,0,1,0
A628_RS12260,0,0,0,0,0,1,0
A628_RS12265,0,0,0,0,1,0,0
A628_RS12280,1,1,0,0,0,0,0
A628_RS12290,0,1,0,0,0,0,0
A628_RS12310,0,0,1,0,0,0,0
A628_RS12325,1,0,0,0,0,0,0
A628_RS12375,0,0,0,0,0,1,0
A628_RS12420,0,0,0,1,0,0,0
A628_RS12550,1,0,0,1,0,0,0
A628_RS12560,0,1,1,1,0,0,0
A628_RS12565,1,0,0,1,1,0,0
A628_RS12570,1,0,0,1,0,0,0
A628_RS12575,0,0,0,1,0,1,0
A628_RS12585,0,0,0,0,0,0,1
A628_RS12605,1,0,0,1,0,0,0
A628_RS12620,0,1,0,1,0,1,0
A628_RS12630,0,0,0,0,0,0,1
A628_RS12645,0,1,1,0,0,0,0
A628_RS12670,1,0,0,1,0,0,0
A628_RS12685,0,0,1,0,0,0,0
A628_RS12720,1,0,0,1,0,0,0
A628_RS12730,0,0,0,0,1,0,0
A628_RS12750,0,1,1,0,1,1,0
A628_RS12755,0,1,0,1,0,1,0
A628_RS12760,0,0,0,0,0,1,0
A628_RS12845,0,0,0,0,0,1,1
A628_RS12865,0,0,0,0,1,0,0
A628_RS12945,0,1,1,0,0,1,0
A628_RS12950,0,1,1,0,0,0,0
A628_RS12960,0,0,1,1,0,0,0
A628_RS12975,0,0,0,1,1,0,0
A628_RS12980,0,0,0,0,0,0,1
A628_RS12985,0,0,0,0,0,0,1
A628_RS13005,1,0,0,1,0,0,0
A628_RS13020,0,0,1,0,0,0,0
A628_RS13120,0,0,0,0,1,0,0
A628_RS13125,0,0,1,0,0,0,0
A628_RS13130,0,0,1,0,0,0,0
A628_RS13150,0,0,0,0,1,0,0
A628_RS13165,1,0,0,0,1,1,0
A628_RS13200,0,0,0,1,0,0,0
A628_RS13205,0,0,1,0,0,0,1
A628_RS13215,0,1,0,0,0,0,0
A628_RS13220,0,0,0,0,1,0,0
A628_RS13225,0,0,0,0,0,1,1
A628_RS13235,0,0,0,0,1,0,0
A628_RS13245,0,0,1,0,1,0,0
A628_RS13255,0,1,1,0,1,0,0
A628_RS13265,0,1,0,0,0,0,0
A628_RS13285,0,0,0,1,0,0,0
A628_RS13295,1,1,1,0,0,0,0
A628_RS13310,0,0,1,0,0,0,0
A628_RS13330,0,0,0,0,0,1,0
A628_RS13350,0,1,0,0,0,0,0
A628_RS13355,1,0,1,0,0,0,0
A628_RS13365,0,1,0,0,0,0,0
A628_RS13455,1,0,0,0,0,0,0
A628_RS13465,0,0,0,0,0,1,0
A628_RS13470,0,0,0,0,1,0,0
A628_RS13500,0,1,1,0,0,0,0
A628_RS13545,0,0,0,1,0,0,1
A628_RS13595,1,0,0,0,0,0,0
A628_RS13600,1,0,1,1,0,1,1
A628_RS13610,1,0,0,0,0,0,0
A628_RS13620,0,0,1,0,0,0,1
A628_RS13625,1,0,0,0,1,0,1
A628_RS13640,0,0,1,0,0,0,0
A628_RS13645,0,0,1,0,0,0,0
A628_RS13650,0,1,1,0,0,0,1
A628_RS13660,0,0,0,0,1,0,0
A628_RS13670,1,0,0,0,0,1,0
A628_RS13740,0,0,0,0,0,1,0
A628_RS13755,0,0,0,0,1,0,0
A628_RS13770,0,1,0,0,0,0,0
A628_RS13790,0,1,1,0,0,0,0
A628_RS13795,0,0,1,0,1,0,0
A628_RS13805,0,0,0,1,0,0,0
A628_RS13820,1,0,0,0,0,1,0
A628_RS13825,0,0,0,0,1,0,0
A628_RS13835,0,0,1,0,0,0,0
A628_RS13845,0,0,0,0,1,0,0
A628_RS13850,1,0,0,0,1,1,0
A628_RS13855,1,0,0,0,1,1,0
A628_RS13860,1,0,0,0,0,0,0
A628_RS13865,1,0,0,0,0,0,0
A628_RS13870,0,0,0,1,0,0,0
A628_RS13875,0,0,1,0,0,0,0
A628_RS13880,1,0,0,0,1,0,1
A628_RS13885,0,0,0,1,0,0,0
A628_RS13890,0,0,0,1,0,0,0
A628_RS13895,0,1,1,0,0,0,0
A628_RS13900,0,0,0,0,1,1,0
A628_RS13905,0,0,0,1,0,0,0
A628_RS13910,0,0,0,0,1,0,0
A628_RS13915,0,1,1,0,0,0,0
A628_RS13975,1,0,0,0,1,0,0
A628_RS13985,0,1,1,0,0,0,1
A628_RS14010,1,0,0,0,0,1,0
A628_RS14015,0,1,1,0,0,0,0
A628_RS14025,0,1,0,0,1,0,0
A628_RS14035,0,0,1,0,0,0,1
A628_RS14040,0,1,1,0,0,0,0
A628_RS14045,1,0,0,0,0,0,0
A628_RS14050,0,0,1,1,0,0,1
A628_RS14060,0,0,0,0,0,1,0
A628_RS14070,1,0,0,0,0,0,0
A628_RS14085,0,1,0,0,0,0,0
A628_RS14090,0,0,1,0,0,0,0
A628_RS14135,0,0,0,0,0,1,0
A628_RS14190,0,0,0,0,1,0,0
A628_RS14205,0,0,1,0,0,0,0
A628_RS14210,0,0,1,0,0,0,0
A628_RS14215,0,0,1,0,0,0,0
A628_RS14225,1,0,0,0,0,0,0
A628_RS14230,0,0,0,0,1,0,0
A628_RS14305,0,0,0,1,0,0,0
A628_RS14315,0,0,0,0,0,0,1
A628_RS14320,0,0,0,0,1,0,0
A628_RS14335,0,0,1,1,1,0,0
A628_RS14360,0,0,1,0,0,0,0
A628_RS14365,1,0,0,0,0,0,0
A628_RS14375,0,0,0,0,0,1,1
A628_RS14380,0,0,0,0,0,1,1
A628_RS14405,0,0,0,1,0,0,0
A628_RS14430,0,0,0,0,0,0,1
A628_RS14435,0,0,0,0,0,0,1
A628_RS14445,0,0,0,0,0,1,1
A628_RS14460,1,0,0,0,1,0,1
A628_RS14465,0,0,0,0,1,1,0
A628_RS14480,1,0,0,0,0,0,0
A628_RS14490,0,0,0,0,1,0,0
A628_RS14500,0,0,0,0,1,1,0
A628_RS14505,0,0,1,0,0,0,0
A628_RS14510,1,0,0,1,0,0,0
A628_RS14540,0,0,0,0,0,1,1
A628_RS14590,1,0,1,0,0,0,0
A628_RS14620,1,0,0,1,0,1,0
A628_RS14625,0,1,0,0,0,0,0
A628_RS14630,0,1,0,0,0,0,0
A628_RS14635,0,0,0,1,0,0,0
A628_RS14640,0,0,0,1,0,0,0
A628_RS14645,0,0,0,0,1,0,0
A628_RS14650,0,0,0,0,0,0,1
A628_RS14665,0,0,0,1,0,1,0
A628_RS14690,0,0,0,0,0,0,1
A628_RS14700,0,1,1,0,0,0,0
A628_RS14710,0,0,0,0,1,0,0
A628_RS14740,0,0,0,1,0,0,0
A628_RS14745,0,0,0,1,0,0,0
A628_RS14750,0,0,0,1,0,0,0
A628_RS14755,0,0,0,1,1,1,0
A628_RS14760,1,0,0,1,0,0,0
A628_RS14790,1,0,0,0,0,0,0
A628_RS14795,0,0,0,0,0,0,1
A628_RS14840,0,0,1,0,0,1,0
A628_RS14880,0,0,0,0,1,0,0
A628_RS14905,0,0,0,0,0,0,1
A628_RS15010,1,1,0,1,1,1,0
A628_RS15015,1,0,0,1,1,0,0
A628_RS15075,0,0,1,0,0,0,0
A628_RS15095,0,1,0,0,1,0,0
A628_RS15125,1,0,0,0,0,0,0
A628_RS15145,0,1,0,0,0,0,0
A628_RS15150,0,0,0,0,1,0,0
A628_RS15155,1,0,0,0,0,0,0
A628_RS15160,0,0,1,0,0,0,0
A628_RS15165,0,1,0,0,0,0,0
A628_RS15170,0,0,1,0,1,0,0
A628_RS15175,0,0,1,0,0,0,0
A628_RS15185,0,0,1,0,0,0,0
A628_RS15190,0,0,1,1,0,0,0
A628_RS15205,1,1,0,0,0,0,0
A628_RS15220,0,1,0,0,0,0,0
A628_RS15240,1,0,0,0,0,0,0
A628_RS15280,0,0,0,0,0,1,0
A628_RS15285,0,0,0,1,1,1,0
A628_RS15315,0,1,1,0,0,1,0
A628_RS15345,0,1,0,0,0,0,0
A628_RS15355,0,0,0,0,0,0,1
A628_RS15375,0,0,0,0,0,0,1
A628_RS15385,0,0,0,0,1,1,0
A628_RS15415,0,0,0,0,1,1,0
A628_RS15420,0,0,0,0,1,1,0
A628_RS15440,0,0,0,0,0,0,1
A628_RS15455,0,0,0,0,0,1,0
A628_RS15475,0,0,1,0,0,1,0
A628_RS15480,0,0,1,1,0,1,0
A628_RS15490,0,0,0,0,0,1,0
A628_RS15505,1,0,0,0,0,0,0
A628_RS15510,0,1,1,0,0,0,0
A628_RS15580,0,0,1,0,0,0,0
A628_RS15585,1,0,1,1,0,0,0
A628_RS15595,0,0,0,1,0,0,0
A628_RS15610,0,0,0,0,0,1,0
A628_RS15620,1,0,0,0,0,0,0
A628_RS15625,0,0,0,1,1,0,0
A628_RS15675,0,0,1,1,1,0,0
A628_RS15685,1,0,0,0,0,0,0
A628_RS15710,0,0,0,0,1,0,0
A628_RS15720,1,0,0,0,0,1,0
A628_RS15740,0,0,0,0,1,0,0
A628_RS15765,0,1,0,0,0,0,0
A628_RS15770,0,0,0,0,0,1,0
A628_RS15775,1,0,0,1,0,0,0
A628_RS15780,0,0,1,1,1,1,1
A628_RS15785,0,0,0,0,0,1,0
A628_RS15790,0,0,0,0,1,0,0
A628_RS15795,0,0,0,0,0,0,1
A628_RS15800,0,1,0,0,0,0,0
A628_RS15810,0,0,0,1,0,0,0
A628_RS15840,0,0,0,0,0,1,0
A628_RS15850,0,0,0,0,0,1,0
A628_RS15860,1,0,1,1,0,0,0
A628_RS15935,0,0,0,0,1,0,0
A628_RS15975,0,0,0,0,0,0,1
A628_RS16000,0,0,0,0,0,1,0
A628_RS16020,0,0,0,0,0,1,0
A628_RS16075,0,1,1,0,0,0,0
A628_RS16085,0,0,0,0,0,1,0
A628_RS16105,0,0,0,0,0,0,1
A628_RS16115,0,0,0,0,1,1,0
A628_RS16120,0,1,0,0,0,0,0
A628_RS16130,0,0,0,0,1,0,0
A628_RS16135,1,0,0,0,0,0,0
A628_RS16200,0,1,1,0,0,0,0
A628_RS16205,0,0,0,1,0,0,0
A628_RS16225,0,0,1,0,0,1,0
A628_RS16255,1,0,0,0,1,1,0
A628_RS16325,0,0,0,1,0,0,0
A628_RS16330,1,0,0,0,1,1,1
A628_RS16335,0,0,0,0,1,1,0
A628_RS16355,0,0,0,0,0,1,0
A628_RS16360,0,0,0,0,0,1,0
A628_RS16365,0,0,0,1,0,1,0
A628_RS16400,1,0,0,0,0,0,0
A628_RS16435,0,0,0,1,0,0,0
A628_RS16440,0,0,1,1,0,0,0
A628_RS16460,0,0,0,0,1,0,0
A628_RS16485,1,0,0,0,0,0,0
A628_RS16490,1,0,0,0,0,0,0
A628_RS16500,0,0,1,1,0,0,0
A628_RS16510,0,0,1,0,0,0,0
A628_RS16515,1,0,0,0,0,0,0
A628_RS16530,0,0,0,1,0,0,0
A628_RS16595,0,0,0,0,0,0,1
A628_RS16605,0,0,0,0,0,1,0
A628_RS16610,0,0,0,0,0,0,1
A628_RS16630,0,0,0,0,1,0,0
A628_RS16640,0,0,0,0,0,1,0
A628_RS16645,0,1,0,0,0,0,0
A628_RS16695,1,0,0,1,0,0,0
A628_RS16700,1,0,0,0,0,0,0
A628_RS16705,0,0,0,0,0,0,1
A628_RS16775,0,0,1,0,0,0,0
A628_RS16780,0,0,1,0,0,0,0
A628_RS16795,0,1,1,0,0,0,1
A628_RS16820,0,0,0,0,1,0,0
A628_RS16860,1,0,0,0,0,1,0
A628_RS16880,0,0,0,0,0,0,1
A628_RS16910,1,0,0,0,0,1,0
A628_RS16915,0,0,0,1,0,0,0
A628_RS16940,1,0,0,0,0,0,0
A628_RS16960,0,0,0,0,1,1,0
A628_RS16965,0,0,0,0,0,1,0
A628_RS16970,0,0,0,1,0,0,1
A628_RS16980,0,0,1,0,0,0,0
A628_RS17010,0,1,0,0,0,0,0
A628_RS17020,0,0,0,1,0,1,0
A628_RS17030,0,0,0,0,0,1,0
A628_RS17055,0,1,0,0,0,0,0
A628_RS17060,0,1,0,0,0,0,0
A628_RS17070,1,0,0,1,0,0,0
A628_RS17095,0,0,0,0,1,1,0
A628_RS17120,0,0,0,0,0,0,1
A628_RS17155,0,1,0,0,0,0,0
A628_RS17235,1,0,0,1,0,1,0
A628_RS17240,1,0,0,0,0,1,0
A628_RS17260,0,1,0,0,1,0,0
A628_RS17275,0,1,0,0,0,0,1
A628_RS17285,0,0,0,0,0,1,0
A628_RS17295,1,0,0,1,0,0,0
A628_RS17320,0,0,0,0,0,0,1
A628_RS17350,0,0,0,1,0,0,0
A628_RS17355,0,0,1,0,0,0,0
A628_RS17360,0,0,1,0,0,0,0
A628_RS17475,0,0,0,1,0,0,0
A628_RS17490,0,1,0,0,1,0,0
A628_RS17495,0,1,0,0,1,0,0
A628_RS17530,0,0,0,0,1,0,1
A628_RS17545,0,0,1,0,1,0,1
A628_RS17550,0,0,1,0,1,1,1
A628_RS17555,0,0,0,0,1,0,0
A628_RS17590,1,1,0,1,0,0,0
A628_RS17610,0,0,0,0,1,0,0
A628_RS17615,1,1,1,0,1,0,0
A628_RS17625,1,0,0,0,0,0,0
A628_RS17630,1,0,0,0,0,1,0
A628_RS17635,0,0,1,0,0,0,0
A628_RS17640,0,1,0,1,0,0,0
A628_RS17650,0,0,0,0,0,1,0
A628_RS17655,0,0,0,0,1,0,0
A628_RS17660,0,1,0,1,1,0,0
A628_RS17680,0,0,0,0,0,1,0
A628_RS17685,0,0,1,0,0,1,0
A628_RS17700,0,0,0,1,0,1,0
A628_RS17725,0,0,0,1,0,0,1
A628_RS17740,0,0,0,0,1,0,0
A628_RS17765,0,1,0,0,0,0,1
A628_RS17770,1,0,0,0,0,1,0
A628_RS17805,0,0,0,0,1,0,0
A628_RS17825,0,0,0,1,1,0,0
A628_RS17845,1,0,0,1,0,0,0
A628_RS17850,0,0,0,0,1,0,0
A628_RS17865,0,0,0,0,1,0,0
A628_RS17870,1,0,0,0,1,0,0
A628_RS17875,0,0,0,0,0,0,1
A628_RS17880,1,0,0,0,0,0,1
A628_RS17885,0,0,0,0,1,0,0
A628_RS17900,1,0,0,1,0,0,0
A628_RS17905,0,0,0,0,1,0,0
A628_RS17915,1,0,0,0,0,0,0
A628_RS17975,0,0,0,0,0,0,1
A628_RS18010,1,0,0,0,0,0,0
A628_RS18035,1,0,0,0,0,0,1
A628_RS18040,1,0,0,0,1,0,0
A628_RS18045,1,0,0,0,1,0,0
A628_RS18055,0,1,0,0,0,0,1
A628_RS18060,0,1,0,0,0,0,1
A628_RS18065,0,0,0,1,1,0,0
A628_RS18070,0,1,0,0,1,0,0
A628_RS18095,0,0,0,1,0,0,0
A628_RS18105,1,0,0,0,1,0,0
A628_RS18130,0,0,0,0,0,0,1
A628_RS18165,0,0,0,0,0,0,1
A628_RS18190,0,0,0,0,1,0,1
A628_RS18195,0,0,0,0,0,1,0
A628_RS18205,1,0,0,0,0,0,0
A628_RS18225,0,0,1,0,0,0,0
A628_RS18235,0,0,1,0,0,0,0
A628_RS18295,0,1,1,0,1,0,0
A628_RS18325,0,0,0,0,0,1,0
A628_RS18340,0,0,1,0,0,0,0
A628_RS18345,0,0,1,0,0,0,0
A628_RS18350,0,1,1,0,0,0,0
A628_RS18355,0,0,1,0,0,0,0
A628_RS18370,0,0,0,1,0,0,0
A628_RS18395,1,0,1,0,0,0,0
A628_RS18400,0,1,0,0,0,0,0
A628_RS18415,0,0,0,0,1,0,0
A628_RS18420,0,0,0,0,1,0,0
A628_RS18430,1,1,0,0,0,0,0
A628_RS18435,1,1,0,0,0,0,0
A628_RS18440,0,0,1,0,0,0,1
A628_RS18445,0,0,1,0,0,0,1
A628_RS18495,0,1,0,0,0,0,0
A628_RS18530,0,0,1,0,0,0,0
A628_RS18535,0,1,0,0,0,0,0
A628_RS18560,0,0,1,0,0,1,0
A628_RS18570,0,1,1,0,0,0,0
A628_RS18580,1,0,0,0,1,0,0
A628_RS18585,0,0,1,1,0,0,0
A628_RS18610,0,1,1,0,0,0,0
A628_RS18615,0,1,0,1,0,1,0
A628_RS18620,0,0,0,0,0,1,0
A628_RS18630,0,1,0,0,1,0,0
A628_RS18635,0,1,0,0,1,0,0
A628_RS18640,1,0,0,0,0,0,0
A628_RS18645,1,0,0,0,0,0,1
A628_RS18650,1,0,0,0,0,0,0
A628_RS18655,1,1,1,1,0,0,0
A628_RS18665,0,0,0,1,0,0,0
A628_RS18670,0,1,0,0,0,0,0
A628_RS18675,0,1,0,0,0,0,0
A628_RS18685,0,0,0,0,1,0,0
A628_RS18690,1,0,0,1,1,0,0
A628_RS18715,0,0,0,0,0,0,1
A628_RS18745,1,0,0,1,0,0,0
A628_RS18750,0,0,0,1,0,1,0
A628_RS18770,0,0,0,0,0,1,0
A628_RS18780,1,0,0,0,0,0,0
A628_RS18785,0,0,1,0,0,0,0
A628_RS18790,0,0,0,0,0,1,0
A628_RS18835,1,0,0,0,0,0,0
A628_RS18855,0,0,0,1,0,0,0
A628_RS18880,0,0,1,0,0,0,1
A628_RS18895,0,0,1,0,1,1,0
A628_RS18975,0,0,1,0,0,0,0
A628_RS18980,0,1,0,0,0,0,0
A628_RS18985,0,0,0,1,0,1,0
A628_RS19005,1,0,0,0,0,0,0
A628_RS19010,0,0,1,0,0,0,0
A628_RS19015,1,0,0,0,0,1,0
A628_RS19020,1,0,0,0,0,0,0
A628_RS19040,0,0,0,0,1,0,0
A628_RS19075,0,1,0,0,0,0,0
A628_RS19090,1,0,0,0,0,0,0
A628_RS19130,0,0,1,0,0,0,0
A628_RS19150,0,0,1,0,0,0,0
A628_RS19165,0,0,0,1,0,1,0
A628_RS19190,0,0,0,0,0,1,0
A628_RS19210,1,0,1,0,0,0,0
A628_RS19225,0,0,0,1,0,0,0
A628_RS19265,0,0,0,0,1,1,0
A628_RS19280,0,0,0,0,1,0,0
A628_RS19305,0,1,0,0,0,0,0
A628_RS19320,0,0,0,0,0,1,0
A628_RS19350,0,0,0,1,0,0,0
A628_RS19390,0,0,0,0,1,0,0
A628_RS19425,0,0,1,0,0,0,0
A628_RS19430,1,0,0,0,0,0,0
A628_RS19465,0,1,1,0,0,0,0
A628_RS19475,0,0,1,0,0,1,0
A628_RS19480,0,0,1,0,0,1,0
A628_RS19485,1,0,0,0,1,0,0
A628_RS19490,0,0,1,0,0,0,0
A628_RS19495,0,0,0,1,0,0,0
A628_RS19500,0,0,0,1,0,0,0
A628_RS19505,1,0,0,1,1,1,1
A628_RS19510,0,0,0,0,0,0,1
A628_RS19515,0,0,1,1,0,0,0
A628_RS19525,0,0,0,1,0,0,0
A628_RS19530,1,0,0,0,1,0,0
A628_RS19535,1,0,0,0,1,0,0
A628_RS19540,1,0,0,0,0,0,0
A628_RS19545,0,1,0,0,0,1,0
A628_RS19555,0,1,0,0,0,0,0
A628_RS19565,1,0,0,0,0,0,0
A628_RS19665,0,0,0,0,0,1,0
A628_RS19685,0,0,0,1,0,0,0
A628_RS19690,0,0,0,0,0,0,1
A628_RS19700,1,0,0,0,0,0,0
A628_RS19760,1,0,0,1,0,0,0
A628_RS19780,0,1,0,0,0,0,0
A628_RS19800,0,0,0,0,0,0,1
A628_RS19810,0,0,1,0,0,0,0
A628_RS19885,1,0,1,1,1,0,0
A628_RS19905,0,0,1,0,0,0,1
A628_RS19930,1,0,0,0,0,1,0
A628_RS19935,0,1,0,0,0,0,0
A628_RS19945,0,0,0,0,0,0,1
A628_RS19950,0,0,1,0,0,0,0
A628_RS19960,0,0,1,0,1,0,0
A628_RS19980,0,0,1,0,0,0,0
A628_RS20000,0,1,1,0,0,0,1
A628_RS20055,1,0,0,1,0,1,0
A628_RS20140,1,1,1,0,0,0,0
A628_RS20155,0,0,0,1,0,0,0
A628_RS20180,0,0,0,0,0,1,0
A628_RS20220,0,0,0,1,1,0,0
A628_RS20235,1,0,0,0,0,0,0
A628_RS20255,0,0,0,0,0,1,0
A628_RS20260,1,0,0,0,0,0,0
A628_RS20285,0,0,0,1,1,0,0
A628_RS20290,1,0,0,0,0,0,0
A628_RS20295,1,0,0,0,0,0,0
A628_RS20305,0,0,0,1,0,0,0
A628_RS20315,0,0,1,0,0,0,1
A628_RS20330,0,0,0,0,1,0,0
A628_RS20335,1,0,0,0,0,0,0
A628_RS20370,0,0,0,1,0,0,1
A628_RS20385,0,1,1,0,0,0,0
A628_RS20425,0,0,0,0,0,0,1
A628_RS20430,0,0,0,0,0,0,1
A628_RS20445,0,0,0,1,0,0,0
A628_RS20455,0,1,0,0,1,0,0
A628_RS20465,1,0,0,0,0,0,0
A628_RS20475,0,0,0,0,0,0,1
A628_RS20480,0,0,1,0,0,0,0
A628_RS20495,1,1,0,0,0,0,0
A628_RS20505,0,1,0,0,1,0,0
A628_RS20515,0,0,0,0,1,0,0
A628_RS20520,0,0,1,0,0,0,0
A628_RS20530,0,1,0,0,0,0,0
A628_RS20555,0,0,0,1,0,0,0
A628_RS20560,0,0,0,0,0,0,1
A628_RS20580,0,0,0,0,0,1,0
A628_RS20585,0,0,0,1,0,1,0
A628_RS20605,1,0,0,0,0,0,0
A628_RS20645,0,0,1,0,0,0,0
A628_RS20650,0,1,0,0,0,0,0
A628_RS20655,1,0,0,0,0,0,0
A628_RS20670,0,0,0,1,0,0,0
A628_RS20700,1,0,0,0,0,0,0
A628_RS20705,0,0,0,1,0,0,0
A628_RS20715,0,0,0,0,0,1,0
A628_RS20720,0,0,0,0,0,1,0
A628_RS20735,0,0,1,0,1,1,1
A628_RS20755,0,0,0,0,1,0,0
A628_RS20765,0,0,0,1,0,0,0
A628_RS20780,0,0,0,1,0,0,0
A628_RS20810,1,1,0,0,0,0,0
A628_RS20830,0,0,0,0,1,0,0
A628_RS20850,0,0,0,0,1,0,0
A628_RS20855,1,0,0,0,0,1,0
A628_RS20870,1,0,0,0,0,1,0
A628_RS20895,1,0,0,1,1,0,0
A628_RS20900,0,0,0,0,0,0,1
A628_RS20920,0,1,0,0,0,0,0
A628_RS20930,1,0,0,0,0,0,0
A628_RS20940,1,0,0,0,0,0,0
A628_RS20990,0,0,0,0,0,0,1
A628_RS21005,0,0,1,0,0,0,0
A628_RS21070,0,0,0,0,0,0,1
A628_RS21075,0,0,0,0,0,0,1
A628_RS21090,0,0,0,0,1,0,0
A628_RS21100,0,0,0,0,1,0,0
A628_RS21135,0,0,0,1,1,1,0
A628_RS21160,0,0,1,0,0,1,0
A628_RS21290,0,1,0,1,0,0,0
A628_RS21340,1,0,1,0,0,1,0
A628_RS21360,0,1,0,0,0,0,0
A628_RS21385,0,0,1,0,1,0,0
A628_RS21390,0,1,1,0,0,0,0
A628_RS21395,0,0,1,0,0,0,0
A628_RS21420,0,1,1,0,0,0,1
A628_RS21425,0,1,1,0,0,0,1
A628_RS21480,0,0,0,1,0,0,0
A628_RS21525,0,0,0,0,1,0,0
A628_RS21535,1,0,0,0,0,0,0
A628_RS21555,1,0,0,0,0,0,1
A628_RS21600,1,0,0,1,0,0,0
A628_RS21610,0,0,1,0,0,0,0
A628_RS21660,1,0,0,0,1,0,0
A628_RS21695,0,0,0,0,1,0,0
A628_RS21705,0,0,0,0,1,0,0
A628_RS21710,0,0,0,0,0,0,1
A628_RS21715,1,0,0,0,0,0,0
A628_RS21725,0,0,1,1,1,1,0
A628_RS21730,0,0,1,1,0,0,0
A628_RS21745,0,0,0,1,0,0,1
A628_RS21755,0,0,0,0,0,0,1
A628_RS21770,1,0,1,0,0,0,0
A628_RS21775,0,0,1,0,0,0,0
A628_RS21825,1,1,0,1,0,1,0
A628_RS21845,0,0,0,0,0,1,0
A628_RS21860,0,0,0,1,0,0,0
A628_RS21875,0,0,0,0,1,1,0
A628_RS21915,1,0,0,0,0,1,0
A628_RS21935,0,0,0,0,0,1,0
A628_RS21965,0,0,0,0,1,0,0
A628_RS21980,1,0,1,0,0,0,0
A628_RS21990,0,0,1,0,0,0,0
A628_RS22000,0,0,0,0,1,0,0
A628_RS22010,1,0,0,0,0,1,0
A628_RS22035,0,1,0,0,0,0,0
A628_RS22060,0,0,1,0,0,0,0
A628_RS22065,0,0,1,0,0,0,0
A628_RS22075,0,0,0,0,1,0,0
A628_RS22095,0,1,0,0,0,0,0
A628_RS22100,1,0,0,0,0,1,1
A628_RS22105,0,0,0,0,0,1,0
A628_RS22110,0,0,0,1,1,0,0
A628_RS22115,1,0,0,0,0,1,0
A628_RS22120,0,0,0,0,0,1,0
A628_RS22125,1,0,0,1,1,1,0
A628_RS22130,0,0,0,0,1,0,0
A628_RS22135,0,0,0,1,0,0,0
A628_RS22145,1,0,0,1,1,0,0
A628_RS22150,0,0,0,0,1,0,0
A628_RS22155,1,0,0,0,1,0,0
A628_RS22160,0,0,0,0,0,0,1
A628_RS22165,0,0,0,1,1,0,0
A628_RS22175,1,0,0,1,0,0,0
A628_RS22190,0,0,0,1,0,1,0
A628_RS22195,0,0,0,1,0,0,0
A628_RS22200,0,0,0,1,0,0,0
A628_RS22225,0,0,1,0,1,0,0
A628_RS22250,0,0,1,0,0,0,0
A628_RS22255,0,0,0,0,0,0,1
A628_RS22260,0,1,0,0,0,0,0
A628_RS22280,0,0,0,1,0,0,0
A628_RS22290,1,0,0,1,0,1,0
A628_RS22340,0,0,1,0,0,0,0
A628_RS22365,0,1,0,0,1,0,0
A628_RS22370,0,1,0,0,0,0,0
A628_RS22390,1,0,0,0,0,0,0
A628_RS22410,0,0,0,0,0,0,1
A628_RS22450,0,0,0,0,0,1,0
A628_RS22455,0,0,1,0,0,0,0
A628_RS22490,0,0,0,0,1,0,0
A628_RS22505,0,0,0,0,0,1,0
A628_RS22515,0,0,0,1,0,1,0
A628_RS22580,0,1,0,0,0,0,0
A628_RS22590,0,0,1,0,0,0,0
A628_RS22600,0,1,1,1,0,0,0
A628_RS22605,0,1,1,0,0,1,0
A628_RS22610,1,0,0,0,0,1,0
A628_RS22615,1,0,0,0,0,0,0
A628_RS22670,0,0,1,0,0,0,0
A628_RS22680,0,1,1,0,0,0,0
A628_RS22705,0,0,0,0,0,1,0
A628_RS22735,0,0,1,0,0,0,0
A628_RS22740,0,0,1,0,0,0,0
A628_RS22755,0,0,0,0,1,0,0
A628_RS22765,1,0,0,1,0,0,0
A628_RS22785,0,0,0,1,0,0,0
A628_RS22795,0,0,1,0,1,0,0
A628_RS22820,0,0,0,1,0,1,0
A628_RS22825,1,0,0,0,0,1,0
A628_RS22830,1,0,0,0,0,0,0
A628_RS22835,0,0,0,0,0,1,0
A628_RS22845,0,1,0,1,0,0,0
A628_RS22855,0,0,0,1,1,0,0
A628_RS22860,0,1,0,0,0,0,0
A628_RS22865,0,0,1,0,1,0,0
A628_RS22870,0,0,0,0,1,0,0
A628_RS22875,0,0,1,0,0,0,0
A628_RS22885,1,0,0,0,0,1,1
