Gene_ID,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
A628_RS04895,0,0,1,0,0,0,1
A628_RS04900,0,0,0,1,0,0,0
A628_RS04905,1,0,0,0,0,0,0
A628_RS04910,1,0,0,0,0,0,0
A628_RS04915,0,0,0,0,1,0,0
A628_RS04920,0,0,1,0,0,0,0
A628_RS04930,1,0,0,0,1,1,0
A628_RS04935,1,0,0,0,1,1,0
A628_RS04940,0,0,0,0,0,1,0
A628_RS04945,0,0,0,1,1,1,1
A628_RS04960,1,0,1,0,0,0,0
A628_RS04965,1,0,0,0,0,0,0
A628_RS04970,0,1,0,0,0,0,0
A628_RS04985,0,0,1,0,0,0,1
A628_RS04995,0,0,1,0,0,0,1
A628_RS05020,0,1,0,0,0,0,0
A628_RS05025,1,0,0,1,1,0,0
A628_RS05035,1,0,0,0,1,1,0
A628_RS05040,0,1,1,0,0,0,0
A628_RS05045,0,1,1,0,0,0,0
A628_RS05050,1,0,0,0,0,0,0
A628_RS05055,0,1,0,0,0,0,0
A628_RS05060,0,0,0,0,1,0,0
A628_RS05070,0,0,0,0,1,1,1
A628_RS05075,0,0,0,0,1,0,0
A628_RS05080,0,0,0,1,1,0,0
A628_RS05085,0,0,0,1,0,0,0
A628_RS05095,1,0,0,1,0,0,0
A628_RS05100,0,0,0,0,0,1,1
A628_RS05105,1,0,0,1,1,1,1
A628_RS05110,0,0,1,0,0,0,0
A628_RS05120,1,0,0,0,0,1,0
A628_RS05125,1,0,0,0,0,1,0
A628_RS05150,0,0,0,0,1,0,0
A628_RS05155,1,0,0,1,0,1,0
A628_RS05160,0,0,0,1,0,0,0
A628_RS05165,1,0,0,1,0,1,1
A628_RS05170,0,0,0,1,0,0,0
A628_RS05190,0,0,0,0,1,0,0
A628_RS05195,0,0,0,0,0,1,0
A628_RS05200,0,0,0,0,0,1,0
A628_RS05205,1,0,0,0,1,0,0
A628_RS05225,0,1,1,0,0,0,0
A628_RS05230,0,0,0,1,1,0,0
A628_RS05235,0,0,0,0,0,0,1
A628_RS05240,1,0,0,0,0,0,0
A628_RS05245,0,0,0,0,1,1,0
A628_RS05250,0,0,0,0,1,0,0
A628_RS05260,1,0,0,0,1,1,0
A628_RS05270,1,0,1,0,0,1,0
A628_RS05275,0,0,0,1,0,0,0
A628_RS05280,1,0,0,1,0,0,0
A628_RS05285,1,0,0,0,0,0,0
A628_RS05290,0,0,0,1,0,0,0
A628_RS05295,0,0,0,1,0,0,0
A628_RS05300,0,0,0,1,0,0,1
A628_RS05305,1,0,0,0,0,1,0
A628_RS05310,0,0,0,1,0,1,0
A628_RS05315,1,0,0,0,0,0,0
A628_RS05320,1,0,0,0,0,1,0
A628_RS05325,1,0,0,0,1,1,1
A628_RS05340,0,1,0,0,0,0,0
A628_RS05345,1,0,0,0,0,1,0
A628_RS05350,1,0,1,0,1,1,0
A628_RS05385,0,0,0,0,0,1,0
A628_RS05390,1,0,0,0,0,1,0
A628_RS05395,0,0,0,0,1,0,0
A628_RS05400,0,0,0,0,1,1,0
A628_RS05405,0,0,0,0,0,1,0
A628_RS05410,1,0,0,0,1,0,1
A628_RS05415,1,0,0,0,0,1,0
A628_RS05420,1,0,0,0,0,1,0
A628_RS05430,1,0,0,0,0,0,0
A628_RS05435,0,0,0,0,1,1,0
A628_RS05445,0,0,0,0,0,0,1
A628_RS05455,0,0,0,0,1,0,0
A628_RS05475,0,1,1,0,0,0,0
A628_RS05480,0,1,1,0,0,0,0
A628_RS05495,0,0,0,0,1,0,0
A628_RS05535,0,0,0,0,0,0,1
A628_RS05540,0,0,1,0,0,1,0
A628_RS05545,1,1,1,0,0,1,0
A628_RS05550,0,1,1,0,0,0,0
A628_RS05555,0,0,0,0,0,1,0
A628_RS05560,0,0,1,0,1,0,0
A628_RS05565,0,0,1,0,0,0,0
A628_RS05570,0,0,0,1,0,0,0
A628_RS05575,1,0,0,1,0,0,0
A628_RS05580,0,0,0,0,1,1,0
A628_RS05585,0,0,1,0,0,0,0
A628_RS05590,0,0,0,1,1,0,0
A628_RS05595,0,0,0,0,0,1,0
A628_RS05625,0,0,0,0,0,1,0
A628_RS05640,0,0,0,0,0,0,1
A628_RS05665,1,0,0,1,0,0,0
A628_RS05670,0,0,0,1,1,0,0
A628_RS05675,1,0,0,0,0,0,0
A628_RS05680,0,0,1,0,0,0,0
A628_RS05690,0,0,1,0,0,0,0
A628_RS05695,1,0,0,0,0,0,1
A628_RS05700,1,0,0,0,0,0,1
A628_RS05705,1,0,0,0,0,0,0
A628_RS05720,0,1,0,0,0,0,1
A628_RS05740,1,0,0,0,0,0,0
A628_RS05745,0,0,1,0,1,1,0
A628_RS05760,1,0,0,0,0,0,0
A628_RS05765,1,0,0,0,1,0,0
A628_RS05770,0,1,1,1,0,0,0
A628_RS05775,0,0,1,0,0,0,0
A628_RS05780,0,0,0,0,0,1,0
A628_RS05790,0,0,0,0,0,1,0
A628_RS05795,0,1,0,0,0,0,0
A628_RS05800,0,1,1,0,0,0,1
A628_RS05805,0,1,1,0,0,0,1
A628_RS05810,0,0,0,0,1,1,0
A628_RS05820,1,0,0,0,0,0,0
A628_RS05830,1,0,1,0,0,0,0
A628_RS05835,0,0,1,1,0,1,0
A628_RS05840,0,0,0,0,0,0,1
A628_RS05845,1,0,1,0,0,0,0
A628_RS05850,0,0,1,0,0,0,0
A628_RS05855,0,0,0,0,0,1,0
A628_RS05870,0,1,0,0,1,0,0
A628_RS05875,0,0,1,0,1,0,0
A628_RS05880,1,0,0,0,0,0,1
A628_RS05885,0,0,0,1,0,0,0
A628_RS05895,0,1,0,0,0,0,0
A628_RS05900,1,1,0,0,0,0,0
A628_RS05910,1,0,0,0,1,1,0
A628_RS05915,0,0,1,0,0,0,0
A628_RS05920,0,0,0,1,0,0,0
A628_RS05950,0,0,1,0,1,0,0
A628_RS05960,0,0,0,0,0,0,1
A628_RS05975,0,0,0,0,1,0,0
A628_RS05980,0,0,0,1,1,0,0
A628_RS05985,0,1,0,0,0,1,0
A628_RS05990,0,0,0,0,0,1,1
A628_RS06000,0,0,0,0,0,1,0
A628_RS06005,1,0,0,0,0,0,0
A628_RS06010,0,1,0,0,0,0,0
A628_RS06015,1,0,0,1,0,0,1
A628_RS06020,1,0,0,0,0,0,0
A628_RS06025,0,1,0,1,0,1,0
A628_RS06030,0,1,0,1,0,0,0
A628_RS06055,0,0,0,0,0,1,0
A628_RS06075,0,0,0,1,1,1,0
A628_RS06080,0,0,0,0,0,0,1
A628_RS06085,0,0,0,1,1,0,0
A628_RS06100,0,0,0,0,0,0,1
A628_RS06115,1,0,0,0,0,0,0
A628_RS06120,0,0,1,1,0,0,0
A628_RS06135,0,0,0,0,1,0,0
A628_RS06140,0,0,0,0,1,0,0
A628_RS06150,0,0,0,1,0,0,0
A628_RS06155,0,0,1,0,0,0,0
A628_RS06170,0,0,1,1,1,0,0
A628_RS06175,0,0,0,0,0,0,1
A628_RS06205,0,0,0,0,0,0,1
A628_RS06210,0,1,0,0,0,0,0
A628_RS06215,0,0,0,0,0,1,0
A628_RS06220,0,0,1,0,0,0,0
A628_RS06230,0,0,0,0,1,0,0
A628_RS06235,0,0,0,1,0,0,0
A628_RS06240,0,1,0,0,0,0,1
A628_RS06250,0,0,0,1,0,0,0
A628_RS06260,1,0,0,0,0,0,0
A628_RS06265,0,1,0,1,0,1,0
A628_RS06285,0,0,0,0,0,0,1
A628_RS06290,0,0,1,0,0,0,0
A628_RS06295,0,0,1,0,0,0,0
A628_RS06305,1,0,0,0,0,0,0
A628_RS06310,0,1,1,1,0,0,1
A628_RS06315,0,0,1,0,0,0,0
A628_RS06320,0,0,0,0,0,1,1
A628_RS06325,0,0,1,0,0,0,1
A628_RS06330,0,0,1,0,0,0,1
A628_RS06335,1,0,1,1,0,0,1
A628_RS06340,0,1,0,1,0,1,1
A628_RS06345,0,0,0,0,0,1,0
A628_RS06350,0,1,0,1,0,0,0
A628_RS06355,0,1,1,0,1,0,0
A628_RS06360,0,1,1,1,0,0,0
A628_RS06365,0,0,1,0,0,1,0
A628_RS06370,0,0,0,0,1,0,0
A628_RS06385,0,1,0,0,0,0,0
A628_RS06390,0,0,1,0,0,0,0
A628_RS06400,0,1,0,0,0,1,0
A628_RS06405,0,0,0,0,0,1,0
A628_RS06420,0,0,0,0,0,1,0
A628_RS06425,1,0,0,0,1,0,1
A628_RS06430,1,0,0,0,0,0,0
A628_RS06435,1,0,0,0,1,0,0
A628_RS06440,0,0,1,0,0,0,0
A628_RS06450,0,0,1,0,0,0,0
A628_RS06455,0,0,0,0,1,0,0
A628_RS06465,0,0,0,0,0,1,0
A628_RS06515,0,1,0,0,0,0,1
A628_RS06520,0,0,1,0,0,0,0
A628_RS06535,0,0,1,0,0,0,1
A628_RS06550,0,0,1,0,0,0,0
A628_RS06555,0,0,1,0,0,0,0
A628_RS06560,0,0,0,1,0,1,0
A628_RS06565,1,0,0,0,0,1,0
A628_RS06575,0,0,0,0,1,1,0
A628_RS06580,1,0,0,0,0,0,0
A628_RS06585,1,0,0,0,0,0,0
A628_RS06595,0,0,0,1,0,1,0
A628_RS06600,1,0,1,0,0,0,0
A628_RS06605,0,1,0,1,0,1,0
A628_RS06610,0,1,0,1,0,1,0
A628_RS06615,1,0,0,0,0,0,0
A628_RS06620,0,0,0,1,0,0,0
A628_RS06625,0,1,1,1,1,0,0
A628_RS06630,1,0,0,0,0,1,0
A628_RS06635,1,0,0,1,0,0,0
A628_RS06640,1,0,0,0,0,0,0
A628_RS06650,0,0,0,1,1,0,0
A628_RS06665,0,1,0,1,0,0,0
A628_RS06670,0,1,0,0,0,0,0
A628_RS06675,0,1,0,0,0,0,0
A628_RS06680,1,0,0,0,0,0,0
A628_RS06685,0,0,0,1,0,0,0
A628_RS06690,0,0,0,1,0,0,0
A628_RS06695,0,0,0,0,1,0,0
A628_RS06700,0,0,0,0,0,0,1
A628_RS06710,1,0,0,0,0,0,0
A628_RS06715,0,0,0,0,0,1,0
A628_RS06720,0,0,0,0,0,1,0
A628_RS06725,0,0,0,0,0,1,0
A628_RS06730,0,0,0,0,1,0,0
A628_RS06735,0,0,0,1,0,0,1
A628_RS06740,0,0,0,0,1,0,0
A628_RS06745,0,0,0,0,0,1,0
A628_RS06750,1,0,1,0,1,0,1
A628_RS06755,0,0,1,0,0,0,0
A628_RS06760,0,0,1,1,0,0,0
A628_RS06765,1,0,0,0,1,1,0
A628_RS06770,0,0,0,1,0,0,0
A628_RS06775,0,0,0,1,0,1,0
A628_RS06785,0,0,0,0,1,0,0
A628_RS06790,0,0,0,0,0,0,1
A628_RS06800,1,0,0,0,0,1,1
A628_RS06805,1,0,0,1,0,1,0
A628_RS06810,0,0,1,0,1,0,1
A628_RS06825,0,0,0,1,0,0,0
A628_RS06835,0,0,0,0,0,1,0
A628_RS06840,0,0,0,0,1,1,0
A628_RS06845,1,0,0,0,1,0,0
A628_RS06850,0,0,0,1,0,1,0
A628_RS06860,1,0,0,0,0,0,1
A628_RS06865,1,0,0,0,1,1,0
A628_RS06870,0,0,0,0,0,1,1
A628_RS06875,1,0,0,0,0,0,0
A628_RS06880,0,0,0,0,1,0,0
A628_RS06885,0,0,0,0,1,1,0
A628_RS06890,1,0,0,0,0,0,1
A628_RS06895,0,0,0,1,0,0,0
A628_RS06900,0,0,0,0,0,1,1
A628_RS06905,0,0,0,1,0,0,0
A628_RS06910,1,1,0,0,0,0,0
A628_RS06915,1,1,0,0,0,0,0
A628_RS06920,0,0,0,1,0,1,0
A628_RS06925,1,0,0,0,1,1,0
A628_RS06935,1,0,0,0,0,0,0
A628_RS06960,0,0,1,0,0,0,0
A628_RS06970,0,1,0,0,0,0,0
A628_RS06975,0,0,0,1,0,0,0
A628_RS06980,1,0,0,0,0,1,0
A628_RS06985,1,0,0,1,0,0,0
A628_RS06990,0,0,0,1,0,0,0
A628_RS07010,0,0,0,0,1,1,0
A628_RS07015,0,0,1,0,0,0,0
A628_RS07020,0,0,1,0,1,0,0
A628_RS07025,1,0,1,0,0,0,0
A628_RS07030,0,1,0,0,0,0,0
A628_RS07035,0,0,0,1,1,0,0
A628_RS07040,1,1,0,1,0,0,0
A628_RS07045,1,0,0,0,0,1,0
A628_RS07050,0,0,1,0,0,0,0
A628_RS07055,1,0,0,1,0,1,0
A628_RS07060,1,1,0,1,0,0,1
A628_RS07065,0,1,0,0,0,0,1
A628_RS07070,0,1,0,0,0,0,1
A628_RS07075,0,0,0,0,0,0,1
A628_RS07080,0,0,0,0,1,0,0
A628_RS07085,0,0,0,0,1,0,0
A628_RS07095,1,0,0,0,0,0,1
A628_RS07100,0,1,1,0,0,0,0
A628_RS07110,0,0,1,0,0,0,1
A628_RS07115,0,0,1,0,0,0,1
A628_RS07125,0,0,0,0,0,0,1
A628_RS07130,0,0,0,0,0,1,0
A628_RS07145,1,0,0,0,0,0,0
A628_RS07150,1,0,0,1,0,0,0
A628_RS07170,0,0,0,1,1,0,1
A628_RS07175,0,0,0,0,1,0,0
A628_RS07180,0,0,0,0,1,0,0
A628_RS07190,0,1,0,0,0,0,0
A628_RS07195,0,1,0,0,0,0,0
A628_RS07200,0,0,1,0,0,0,0
A628_RS07210,0,0,0,0,0,0,1
A628_RS07215,0,0,0,0,0,0,1
A628_RS07220,1,0,0,0,0,1,1
A628_RS07230,1,0,0,0,1,0,0
A628_RS07235,1,0,0,0,1,0,0
A628_RS07240,1,0,0,1,0,0,0
A628_RS07245,0,0,0,0,1,1,0
A628_RS07260,0,0,1,0,0,0,0
A628_RS07265,0,1,1,0,0,0,1
A628_RS07275,1,0,0,0,0,0,0
A628_RS07280,0,0,0,1,0,0,0
A628_RS07290,0,0,0,0,0,1,0
A628_RS07300,0,1,1,0,0,0,0
A628_RS07305,0,0,0,0,1,1,0
A628_RS07315,0,0,0,0,0,1,0
A628_RS07325,0,0,0,0,0,1,0
A628_RS07340,0,1,0,0,0,0,0
A628_RS07345,0,0,1,0,0,0,0
A628_RS07350,0,1,1,0,0,0,0
A628_RS07360,0,0,1,0,0,0,0
A628_RS07365,1,0,0,0,0,0,0
A628_RS07375,0,0,0,1,0,0,1
A628_RS07385,0,0,0,0,1,0,0
A628_RS07390,0,0,0,0,1,0,0
A628_RS07395,0,0,0,0,0,1,0
A628_RS07410,0,1,0,0,0,0,0
A628_RS07430,0,0,0,0,1,0,0
A628_RS07435,1,0,0,0,0,0,0
A628_RS07475,0,0,0,1,0,1,0
A628_RS07485,0,0,0,1,0,0,0
A628_RS07490,1,0,0,0,0,0,0
A628_RS07495,0,0,1,0,0,0,0
A628_RS07500,0,0,0,0,1,0,0
A628_RS07505,0,0,1,0,0,0,0
A628_RS07510,0,0,1,0,0,0,0
A628_RS07515,1,0,0,0,0,0,0
A628_RS07520,1,0,0,0,0,0,0
A628_RS07530,0,1,0,0,0,1,0
A628_RS07535,0,1,0,0,0,0,0
A628_RS07540,1,0,0,0,0,1,0
A628_RS07550,0,0,1,0,0,0,0
A628_RS07560,0,0,0,1,0,0,1
A628_RS07565,0,0,0,1,0,0,0
A628_RS07570,0,0,1,1,0,0,0
A628_RS07585,0,0,0,0,0,1,1
A628_RS07590,0,0,0,1,1,0,0
A628_RS07595,0,0,0,0,0,1,0
A628_RS07600,0,0,1,0,0,1,1
A628_RS07650,1,0,0,0,0,1,1
A628_RS07660,0,0,1,0,0,0,0
A628_RS07665,1,0,0,1,0,0,0
A628_RS07675,0,0,0,0,0,0,1
A628_RS07680,1,0,0,0,0,0,0
A628_RS07685,0,0,0,1,0,0,0
A628_RS07690,1,0,0,0,0,0,0
A628_RS07700,0,1,1,0,0,0,0
A628_RS07705,0,1,1,0,0,0,0
A628_RS07710,1,1,0,0,0,0,0
A628_RS07715,0,1,0,0,0,1,0
A628_RS07720,0,0,0,0,1,0,0
A628_RS07730,0,0,0,0,0,1,0
A628_RS07735,1,0,1,0,0,0,1
A628_RS07740,0,0,0,1,0,0,0
A628_RS07745,1,0,0,1,0,0,0
A628_RS07760,1,0,1,0,0,1,0
A628_RS07765,0,0,0,1,0,0,1
A628_RS07770,1,0,0,0,0,1,0
A628_RS07775,0,0,0,1,0,0,0
A628_RS07780,0,1,1,0,0,0,0
A628_RS07790,0,1,1,0,0,0,0
A628_RS07795,0,0,0,1,1,0,0
A628_RS07800,0,0,1,0,0,1,0
A628_RS07805,0,0,0,1,0,0,0
A628_RS07810,1,0,0,0,0,0,0
A628_RS07815,0,0,0,0,1,0,0
A628_RS07820,0,0,0,0,0,1,0
A628_RS07840,1,0,0,0,0,1,0
A628_RS07845,0,0,0,0,1,0,0
A628_RS07850,0,0,0,0,1,0,0
A628_RS07855,0,1,0,0,0,0,0
A628_RS07860,0,0,0,1,0,0,0
A628_RS07880,0,0,0,0,1,0,0
A628_RS07885,0,0,0,0,1,0,0
A628_RS07890,1,0,0,0,1,0,0
A628_RS07895,1,0,0,0,0,0,0
A628_RS07900,0,1,0,0,0,0,0
A628_RS07910,0,0,0,0,1,1,0
A628_RS07915,0,0,1,0,0,0,0
A628_RS07920,0,0,1,0,0,0,0
A628_RS07930,0,0,0,0,1,0,0
A628_RS07935,0,0,0,0,0,0,1
A628_RS07945,0,0,0,1,1,1,0
A628_RS07965,0,0,1,0,0,0,0
A628_RS07970,0,0,0,1,0,0,0
A628_RS07975,0,1,0,0,0,0,0
A628_RS07980,1,0,1,0,0,1,0
A628_RS07985,1,0,0,0,0,0,0
A628_RS07990,0,1,0,0,0,0,0
A628_RS07995,0,0,1,1,0,0,0
A628_RS08015,0,0,0,1,0,0,0
A628_RS08020,0,0,0,1,1,0,0
A628_RS08025,0,0,0,0,0,1,0
A628_RS08030,1,0,0,0,0,0,0
A628_RS08040,0,0,0,0,1,1,0
A628_RS08050,0,0,0,0,0,1,0
A628_RS08055,1,0,0,0,0,0,0
A628_RS08060,0,0,0,0,0,0,1
A628_RS08070,0,0,0,1,0,0,0
A628_RS08075,0,0,0,0,1,0,0
A628_RS08085,0,1,0,0,0,0,0
A628_RS08090,0,1,0,0,1,0,0
A628_RS08105,1,0,0,0,0,1,0
A628_RS08110,0,0,1,0,0,0,0
A628_RS08115,0,0,0,1,0,0,0
A628_RS08120,0,1,0,0,0,0,0
A628_RS08125,1,0,0,0,0,0,1
A628_RS08130,1,0,0,1,0,1,0
A628_RS08145,1,0,0,0,0,0,0
A628_RS08160,0,0,0,1,0,0,0
A628_RS08165,1,0,1,1,0,0,0
A628_RS08185,0,0,0,0,1,1,0
A628_RS08200,0,0,0,0,1,0,0
A628_RS08205,0,0,1,0,0,1,0
A628_RS08210,0,0,1,0,0,0,0
A628_RS08230,0,1,0,0,0,0,0
A628_RS08235,0,1,0,0,0,0,0
A628_RS08240,0,1,0,1,0,0,0
A628_RS08245,0,1,0,0,0,0,0
A628_RS08250,1,0,0,0,0,1,0
A628_RS08255,0,0,1,0,0,1,0
A628_RS08260,0,0,0,0,0,0,1
A628_RS08265,0,0,0,0,1,0,1
A628_RS08270,0,0,0,0,0,0,1
A628_RS08280,0,1,1,0,0,0,0
A628_RS08295,0,0,0,1,0,0,0
A628_RS08305,0,0,0,0,1,0,0
A628_RS08325,0,1,1,0,0,0,0
A628_RS08340,0,1,0,0,0,0,0
A628_RS08350,0,1,0,1,0,0,0
A628_RS08355,0,1,1,0,0,0,0
A628_RS08360,0,1,1,0,0,0,0
A628_RS08365,0,1,0,0,0,0,0
A628_RS08370,0,0,1,0,0,0,1
A628_RS08375,0,1,1,0,0,0,0
A628_RS08380,0,1,0,0,0,0,1
A628_RS08385,0,0,0,0,0,0,1
A628_RS08395,0,0,1,0,0,0,0
A628_RS08405,0,0,0,0,0,1,0
A628_RS08410,1,0,0,0,0,0,0
A628_RS08415,0,0,0,0,1,0,0
A628_RS08430,1,0,0,1,0,0,1
A628_RS08440,0,1,0,0,0,0,0
A628_RS08445,0,0,1,0,0,0,0
A628_RS08450,0,1,0,0,0,0,0
A628_RS08455,0,0,0,0,0,1,0
A628_RS08465,0,0,1,1,0,0,0
A628_RS08470,0,0,0,0,0,1,0
A628_RS08475,0,1,0,0,0,0,0
A628_RS08480,0,0,1,0,0,0,0
A628_RS08490,0,0,0,1,0,0,0
A628_RS08495,1,0,0,0,0,0,0
A628_RS08500,0,0,0,1,0,1,0
A628_RS08505,0,0,0,1,1,0,0
A628_RS08510,1,0,0,0,0,1,0
A628_RS08515,0,0,0,0,1,0,0
A628_RS08520,1,0,0,0,0,1,0
A628_RS08525,1,0,0,1,1,1,0
A628_RS08530,1,0,0,1,0,1,0
A628_RS08535,1,0,0,0,1,0,1
A628_RS08540,0,0,0,0,0,1,0
A628_RS08545,1,0,1,0,0,0,0
A628_RS08550,0,0,1,0,0,0,0
A628_RS08555,0,0,0,0,0,1,1
A628_RS08560,0,0,0,0,0,1,0
A628_RS08565,0,0,0,0,1,1,0
A628_RS08570,0,0,1,1,0,0,0
A628_RS08575,1,0,0,0,0,1,0
A628_RS08580,0,0,1,0,0,1,0
A628_RS08585,0,1,1,0,1,0,0
A628_RS08590,0,0,0,0,1,0,0
A628_RS08595,0,0,1,1,0,0,1
A628_RS08600,1,0,0,0,0,0,1
A628_RS08610,0,0,0,0,1,0,0
A628_RS08615,0,0,0,1,0,0,0
A628_RS08625,1,0,0,0,0,0,0
A628_RS08630,0,0,0,0,1,0,0
A628_RS08635,1,0,0,0,0,1,0
A628_RS08640,0,0,0,1,0,0,0
A628_RS08645,0,0,1,1,0,0,0
A628_RS08655,1,0,0,1,1,0,0
A628_RS08660,1,0,1,0,0,1,0
A628_RS08665,1,0,0,0,1,0,0
A628_RS08670,0,0,1,1,0,0,0
A628_RS08675,0,0,0,0,1,0,0
A628_RS08680,1,0,0,0,0,1,1
A628_RS08685,1,0,1,1,0,0,0
A628_RS08690,1,0,0,0,0,1,0
A628_RS08715,1,0,0,0,0,0,0
A628_RS08720,1,0,0,0,1,0,0
A628_RS08725,1,0,0,1,1,1,0
A628_RS08730,0,0,1,0,0,1,0
A628_RS08745,1,0,0,1,1,0,0
A628_RS08750,0,0,0,0,0,1,0
A628_RS08755,0,0,0,0,0,1,0
A628_RS08760,0,0,0,0,0,1,0
A628_RS08765,0,0,0,0,0,1,0
A628_RS08770,1,0,0,1,0,0,0
A628_RS08780,0,0,0,0,0,0,1
A628_RS08790,1,0,0,1,0,0,0
A628_RS08820,1,0,0,0,0,0,1
A628_RS08835,1,0,0,1,0,1,0
A628_RS08845,0,0,0,1,0,0,0
A628_RS08850,0,0,0,1,0,0,0
A628_RS08855,0,0,0,1,0,0,0
A628_RS08865,0,0,0,0,0,1,0
A628_RS08875,1,0,0,0,0,0,0
A628_RS08880,0,0,0,0,1,1,1
A628_RS08885,1,0,0,0,0,0,0
A628_RS08890,0,0,0,0,1,1,0
A628_RS08895,0,0,0,0,1,0,0
A628_RS08900,0,0,0,1,0,0,0
A628_RS08905,1,0,0,0,0,0,0
A628_RS08910,0,0,0,1,0,1,0
A628_RS08925,1,0,0,0,0,0,0
A628_RS08930,1,0,0,0,0,0,0
A628_RS08940,1,0,0,0,1,0,0
A628_RS08945,0,0,0,0,0,0,1
A628_RS08965,1,0,0,0,0,0,0
A628_RS08970,1,0,0,1,0,0,0
A628_RS08975,0,0,0,0,0,1,0
A628_RS08980,1,0,0,0,0,0,0
A628_RS08985,1,0,0,1,0,0,0
A628_RS09000,1,0,0,0,0,1,0
A628_RS09005,0,0,0,1,0,0,0
A628_RS09010,1,0,0,0,0,1,0
A628_RS09015,1,0,0,0,0,1,0
A628_RS09020,0,0,1,0,0,1,0
A628_RS09025,1,0,0,1,1,0,0
A628_RS09030,1,0,1,0,0,0,0
A628_RS09035,1,0,0,1,0,0,0
A628_RS09050,1,0,0,0,0,0,0
A628_RS09055,0,0,0,0,0,1,0
A628_RS09070,0,0,0,0,0,0,1
A628_RS09080,0,0,0,0,0,0,1
A628_RS09085,0,0,0,1,0,0,0
A628_RS09100,0,0,0,1,0,0,0
A628_RS09105,0,0,0,0,0,1,0
A628_RS09110,1,0,0,0,1,0,0
A628_RS09115,0,0,0,1,1,0,0
A628_RS09120,0,0,0,1,0,0,0
A628_RS09130,0,0,1,0,0,0,0
A628_RS09135,0,0,0,1,0,1,0
A628_RS09140,0,0,1,0,0,1,0
A628_RS09145,0,1,1,0,0,0,1
A628_RS09150,0,1,1,0,0,0,0
A628_RS09155,1,0,0,0,0,0,1
A628_RS09170,0,0,0,1,1,0,0
A628_RS09175,1,0,0,0,1,1,0
A628_RS09180,0,0,0,0,0,1,0
A628_RS09185,0,0,0,1,0,1,0
A628_RS09190,0,0,0,0,1,0,0
A628_RS09195,0,0,0,0,1,0,0
A628_RS09200,1,0,0,0,0,0,1
A628_RS09205,0,0,0,0,0,1,0
A628_RS09210,0,0,0,1,0,0,0
A628_RS09215,1,0,0,0,1,0,0
A628_RS09220,0,0,0,0,1,0,0
A628_RS09240,1,0,0,0,0,1,0
A628_RS09245,0,0,0,0,1,0,0
A628_RS09250,1,0,0,1,1,1,1
A628_RS09255,0,0,1,0,0,0,1
A628_RS09260,0,0,1,0,0,0,0
A628_RS09265,0,0,1,1,0,0,0
A628_RS09270,1,0,0,1,0,0,0
A628_RS09275,0,0,1,1,0,1,0
A628_RS09280,0,0,0,1,0,0,0
A628_RS09285,1,0,0,0,0,1,0
A628_RS09290,0,0,0,0,0,0,1
A628_RS09315,0,0,0,0,0,1,0
A628_RS09320,0,0,0,0,1,0,0
A628_RS09325,0,0,0,1,1,1,0
A628_RS09330,1,0,0,0,0,0,0
A628_RS09335,0,0,0,0,0,0,1
A628_RS09340,0,0,0,0,0,0,1
A628_RS09345,0,0,0,1,0,0,0
A628_RS09350,0,0,0,0,1,1,0
A628_RS09355,0,0,0,1,0,0,1
A628_RS09365,0,0,1,0,0,0,0
A628_RS09385,0,0,0,0,0,1,0
A628_RS09390,0,0,0,0,1,0,0
A628_RS09395,1,0,0,0,0,0,0
A628_RS09400,0,0,0,0,0,1,0
A628_RS09405,1,0,0,0,0,0,1
A628_RS09410,1,0,0,0,0,0,1
A628_RS09420,0,0,1,0,0,0,0
A628_RS09425,0,0,0,1,0,0,0
A628_RS09430,0,0,0,0,1,0,0
A628_RS09435,0,0,0,0,1,0,0
A628_RS09455,0,1,1,1,0,0,0
A628_RS09460,0,0,0,0,1,0,1
A628_RS09465,1,0,0,0,0,0,0
A628_RS09470,1,0,0,0,0,0,0
A628_RS09500,0,0,0,0,0,1,0
A628_RS09505,0,1,0,0,0,1,0
A628_RS09510,0,1,0,0,0,0,0
A628_RS09515,0,1,0,0,1,0,0
A628_RS09520,0,0,1,0,0,0,0
A628_RS09525,0,0,1,1,0,1,0
A628_RS09530,1,0,0,1,0,0,0
A628_RS09535,0,0,0,0,1,1,0
A628_RS09540,0,1,1,0,0,0,0
A628_RS09545,0,1,0,0,0,0,0
A628_RS09555,1,0,1,0,0,0,0
A628_RS09565,1,0,0,0,0,0,0
A628_RS09575,1,0,0,1,1,0,0
A628_RS09580,0,0,1,0,0,0,0
A628_RS09585,0,0,0,0,0,0,1
A628_RS09590,1,0,0,0,0,0,0
A628_RS09595,0,0,0,1,0,0,1
A628_RS09600,1,0,0,0,0,0,0
A628_RS09605,0,0,0,0,1,0,0
A628_RS09610,0,0,0,0,0,1,0
A628_RS09615,0,0,0,1,1,1,1
A628_RS09620,1,0,0,0,0,1,0
A628_RS09625,1,0,0,0,0,0,0
A628_RS09630,1,0,0,0,0,0,0
A628_RS09650,1,0,1,1,0,0,0
A628_RS09655,0,0,0,0,0,1,0
A628_RS09660,0,0,0,0,1,0,0
A628_RS09665,0,0,1,0,0,0,0
A628_RS09685,1,0,0,0,0,0,0
A628_RS09710,0,0,1,0,0,0,0
A628_RS09720,0,1,0,0,0,0,0
A628_RS09730,0,0,0,1,0,0,1
